group,id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
ANSP10,ANSP10,map,,,,,,,,,,,17-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ANSP10map.jpg,,,,
ANSP10,ANSP10,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,6,,,,,,,17-Oct-13,Peter Donovan,,,,,
ANSP10,ANSP10A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.400133371,%N=,0.140453175,C/N=,9.968684398,17-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,carbonates,,,
ANSP10,ANSP10A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",269.1,cm3=,216.9,bulk density=,1.2406639,17-Oct-13,Peter Donovan,,,,,
ANSP10,ANSP10B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.849047184,%N=,0.093530141,C/N=,19.76953277,17-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,abundant carbonates,,,
ANSP10,ANSP10B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",304.8,cm3=,229.3,bulk density=,1.329262974,17-Oct-13,Peter Donovan,,,,,
ANSP10,ANSP10C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.935662389,%N=,0.067543924,C/N=,28.6578315,17-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,abundant carbonates,,,
ANSP10,ANSP10C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",232.1,cm3=,181.6,bulk density=,1.2780837,17-Oct-13,Peter Donovan,,,,,
ANSP10,geometry,,,,,,,,,,,,,,,,,46.95028,-106.8239
ANSP11,ANSP11,*plot summary,"% carbon, 0-10 cm:",1.49,"% carbon, 10-25 cm:",0.9,"% carbon, 25-40 cm:",0.67,tons C/ha:,51.4,,,17-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ansp11 002.jpg,"T111 Horse Creek. Very firm loam, 3% E slope, increasing sand 25-40cm.",small_yellow,,
ANSP11,ANSP11,88ang,,,,,,,,,,,17-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ansp11 002.jpg,,,,
ANSP11,ANSP11,88vert,,,,,,,,,,,17-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ansp11 001.jpg,,,,
ANSP11,ANSP11,infiltration,minutes=,4,mm=,3,mm/min=,0.75,,,,,17-Oct-13,Peter Donovan,,,,,
ANSP11,ANSP11,map,,,,,,,,,,,17-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ANSP11map.jpg,,,,
ANSP11,ANSP11,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,2,,,,,,,17-Oct-13,Peter Donovan,,,,,
ANSP11,ANSP11A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.493336082,%N=,0.142424047,C/N=,10.48514007,17-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
ANSP11,ANSP11A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",248,cm3=,210.7,bulk density=,1.177028951,17-Oct-13,Peter Donovan,,,,,
ANSP11,ANSP11B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.906077504,%N=,0.086241193,C/N=,10.50631921,17-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
ANSP11,ANSP11B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",307,cm3=,224.2,bulk density=,1.369313113,17-Oct-13,Peter Donovan,,,,,
ANSP11,ANSP11C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.673432231,%N=,0.073724501,C/N=,9.134442734,17-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
ANSP11,ANSP11C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",316.6,cm3=,210.7,bulk density=,1.502610346,17-Oct-13,Peter Donovan,,,,,
ANSP11,geometry,,,,,,,,,,,,,,,,,46.96794,-106.87488
ANSP12,ANSP12,*plot summary,"% carbon, 0-10 cm:",0.9,"% carbon, 10-25 cm:",0.62,"% carbon, 25-40 cm:",0.44,tons C/ha:,34.4,,,18-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ansp12 002.jpg,"T112 Jasper. 2% N slope. Litter dams, pedestaling. Sandy soil, darker w. more clay >8cm.",small_yellow,,
ANSP12,ANSP12,44ang,,,,,,,,,,,18-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ansp12 002.jpg,,,,
ANSP12,ANSP12,44vert,,,,,,,,,,,18-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ansp12 001.jpg,,,,
ANSP12,ANSP12,infiltration,minutes=,4,mm=,10,mm/min=,2.5,,,,,18-Oct-13,Peter Donovan,,,,,
ANSP12,ANSP12,map,,,,,,,,,,,18-Oct-13,Peter Donovan,http://soilcarboncoalition.org/data/gras/as/ANSP12map.jpg,,,,
ANSP12,ANSP12,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,5,,,,,,,18-Oct-13,Peter Donovan,,,,,
ANSP12,ANSP12A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,0.897069991,%N=,0.093429931,C/N=,9.601526896,18-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,slight carbonates,,,
ANSP12,ANSP12A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",329,cm3=,235.6,bulk density=,1.396434635,18-Oct-13,Peter Donovan,,,,,
ANSP12,ANSP12B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.624553919,%N=,0.067468792,C/N=,9.256930478,18-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
ANSP12,ANSP12B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",331,cm3=,242.8,bulk density=,1.363261944,18-Oct-13,Peter Donovan,,,,,
ANSP12,ANSP12C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.438577354,%N=,0.052968252,C/N=,8.280004223,18-Oct-13,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
ANSP12,ANSP12C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",322.1,cm3=,232.5,bulk density=,1.385376344,18-Oct-13,Peter Donovan,,,,,
ANSP12,geometry,,,,,,,,,,,,,,,,,46.96452,-106.90131
ANTK1,ANTK1,*plot summary,"% carbon, 0-10 cm:",2.086,"% carbon, 10-25 cm:",2.057,"% carbon, 25-40 cm:",1.65,tons C/ha:,103.2,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 003.jpg,"Disced  and ripped (3' centers) row crop ground to be transitioned to forages. Recent compost application (4 tons/ac?), but none seen. 10-12% SW slope. Loam, some orange mottles, 1 worm seen. Brownish clay > 35 cm, darker orange with tiger striping. No roots or animals seen in soil. Very hard 10-25cm.",small_yellow,,
ANTK1,ANTK1,20ang,,,,,,,,,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 005.jpg,step back view,,,
ANTK1,ANTK1,20vert,% bare=,100,,,,,,,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 004.jpg,hoop at center of carbon plot,,,
ANTK1,ANTK1,25line-,,,,,,,,,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 001.jpg,north along transect,,,
ANTK1,ANTK1,25line--,,,,,,,,,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 002.jpg,north along transect,,,
ANTK1,ANTK1,25line+,,,,,,,,,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 003.jpg,south along transect,,,
ANTK1,ANTK1,infiltration,minutes=,5,mm=,5,mm/min=,1,,,,,23-Apr-14,Peter Donovan,,,,,
ANTK1,ANTK1,map,,,,,,,,,,,23-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK1map.jpg,,,,
ANTK1,ANTK1,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,10,,,,,,,23-Apr-14,Peter Donovan,,At 12 cm depth.,,,
ANTK1,ANTK1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.074988604,%N=,0.191126347,C/N=,10.85663301,23-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK1,ANTK1A,"EC and pH, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,EC in mS/cm=,0.2,pH=,6.1,,,23-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK1,ANTK1A(DUP),"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.097310066,%N=,0.190289631,C/N=,11.02167286,23-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK1,ANTK1A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",309.1,cm3=,279.2,bulk density=,1.107091691,23-Apr-14,Peter Donovan,,12 cc gravel sieved out before weighing,,,
ANTK1,ANTK1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.056970835,%N=,0.186551332,C/N=,11.02629934,23-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK1,ANTK1B,"EC and pH, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,EC in mS/cm=,0.15,pH=,6.1,,,23-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK1,ANTK1B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",342.1,cm3=,247,bulk density=,1.385020243,23-Apr-14,Peter Donovan,,,,,
ANTK1,ANTK1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.649167657,%N=,0.158832446,C/N=,10.38306531,23-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK1,ANTK1C,"EC and pH, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,EC in mS/cm=,0.13,pH=,6.3,,,23-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK1,ANTK1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",318,cm3=,210.7,bulk density=,1.509254865,23-Apr-14,Peter Donovan,,,,,
ANTK1,ANTK1D1,"CN analysis, single probe sample",top(cm)=,40,bottom(cm)=,75,%C=,0.739815116,%N=,0.116481371,C/N=,6.351359948,23-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK1,ANTK1D1,"EC and pH, 8 composited probe samples",top(cm)=,40,bottom(cm)=,75,EC in mS/cm=,0.15,pH=,6,,,23-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK1,geometry,,,,,,,,,,,,,,,,,37.12392,-122.31627
ANTK2,ANTK2,*plot summary,"% carbon, 0-10 cm:",1.27,"% carbon, 10-25 cm:",1.08,"% carbon, 25-40 cm:",0.97,tons C/ha:,68.3,,,24-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 007.jpg,"Disced  and ripped (3' centers) row crop ground to be transitioned to forages. Recent compost application (4 tons/ac?), but none seen. 2% SW slope. Clayey Loam, some orange mottles, 1 worm seen. Brownish clay > 35 cm, darker orange with tiger striping. No roots or animals seen in soil. Very hard 18-28cm but not everywhere.",small_yellow,,
ANTK2,ANTK2,30ang,,,,,,,,,,,24-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 009.jpg,step back view,,,
ANTK2,ANTK2,30line-,,,,,,,,,,,24-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 006.jpg,south along transect,,,
ANTK2,ANTK2,30line+,,,,,,,,,,,24-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 007.jpg,north along transect,,,
ANTK2,ANTK2,30vert,% bare=,100,,,,,,,,,24-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/antk 008.jpg,hoop at center of carbon plot,,,
ANTK2,ANTK2,infiltration,minutes=,4,mm=,15,mm/min=,3.75,,,,,24-Apr-14,Peter Donovan,,,,,
ANTK2,ANTK2,map,,,,,,,,,,,24-Apr-14,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK2map.jpg,,,,
ANTK2,ANTK2,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,11,,,,,,,24-Apr-14,Peter Donovan,,At 2 cm depth.,,,
ANTK2,ANTK2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.272429228,%N=,0.120130211,C/N=,10.59208351,24-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK2,ANTK2A,"EC and pH, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,EC in mS/cm=,0.26,pH=,6.6,,,24-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK2,ANTK2A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",341.1,cm3=,265.7,bulk density=,1.283778698,24-Apr-14,Peter Donovan,,,,,
ANTK2,ANTK2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.076446056,%N=,0.099886052,C/N=,10.77674041,24-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK2,ANTK2B,"EC and pH, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,EC in mS/cm=,0.2,pH=,6.5,,,24-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK2,ANTK2B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",333.7,cm3=,202.4,bulk density=,1.648715415,24-Apr-14,Peter Donovan,,2 cc gravel sieved out before weighing,,,
ANTK2,ANTK2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.972766459,%N=,0.09430138,C/N=,10.31550606,24-Apr-14,Craig Stubler at Cal Poly,,,,,
ANTK2,ANTK2C,"EC and pH, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,EC in mS/cm=,0.12,pH=,6.6,,,24-Apr-14,Peter Donovan,,"tested with 2 parts distilled water and 1 part dry pulverized soil, shaken and let stand 15 min",,,
ANTK2,ANTK2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",412.6,cm3=,237.6,bulk density=,1.736531987,24-Apr-14,Peter Donovan,,very dense,,,
ANTK2,geometry,,,,,,,,,,,,,,,,,37.12178,-122.32076
ANTK3,ANTK3,*plot summary,"% carbon, 0-10 cm:",1.89,"% carbon, 10-25 cm:",1.87,"% carbon, 25-40 cm:",1.67,tons C/ha=,92.1,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK3line-.jpg,Vegetable production. Ripped in Feb 2015. No worms seen. 8% SW slope.,small_yellow,,
ANTK3,ANTK3,ang,,,,,,,,,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK3ang.jpg,looking SSE,,,
ANTK3,ANTK3,infiltration,1st inch (minutes)=,0.75,"2nd inch, mins:",2.75,"3rd inch, mins:",4.25,"4th inch, mins:",3.4,,,15-Apr-15,Peter Donovan,,,,,
ANTK3,ANTK3,infiltration,1st inch (minutes)=,0.5,"2nd inch, mins:",4,"3rd inch, mins:",6,"4th inch, mins:",6.8,,,15-Apr-15,Peter Donovan,,,,,
ANTK3,ANTK3,infiltration,1st inch (minutes)=,7,"2nd inch, mins:",14.5,,,,,,,15-Apr-15,Peter Donovan,,,,,
ANTK3,ANTK3,line-,,,,,,,,,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK3line-.jpg,,,,
ANTK3,ANTK3,line+,,,,,,,,,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK3line+.jpg,,,,
ANTK3,ANTK3,linemisc,,,,,,,,,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/linemisc.jpg,"peak in middle is 66 deg. Magnetic from plot center, see map",,,
ANTK3,ANTK3,map,,,,,,,,,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK3map.jpg,,,,
ANTK3,ANTK3,vert,,,,,,,,,,,15-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK3vert.jpg,,,,
ANTK3,ANTK3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.891384602,%N=,0.182165369,C/N=,10.38,15-Apr-15,"Craig Stubler, Cal Poly",,,,,
ANTK3,ANTK3A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",336.2,cm3=,279.1,bulk density=,1.2,15-Apr-15,Peter Donovan,,,,,
ANTK3,ANTK3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.871731043,%N=,0.174506754,C/N=,10.73,15-Apr-15,"Craig Stubler, Cal Poly",,,,,
ANTK3,ANTK3B1,density,top(cm)=,12,bottom(cm)=,16,b,299.6,cm3=,239.7,bulk density=,1.25,15-Apr-15,Peter Donovan,,,,,
ANTK3,ANTK3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.676156878,%N=,0.162217319,C/N=,10.33,15-Apr-15,"Craig Stubler, Cal Poly",,,,,
ANTK3,ANTK3C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",349.1,cm3=,256.3,bulk density=,1.36,15-Apr-15,Peter Donovan,,,,,
ANTK3,geometry,,,,,,,,,,,,,,,,,37.1224386,-122.3161693
ANTK4,ANTK4,*plot summary,"% carbon, 0-10 cm:",1.86,"% carbon, 10-25 cm:",1.7,"% carbon, 25-40 cm:",1.6,tons C/ha=,90.5,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4-30line+.jpg,Vegetable production. Ripped in Feb 2015. 3% SW slope.,small_yellow,,
ANTK4,ANTK4,ang,,,,,,,,,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4-40ang.jpg,,,,
ANTK4,ANTK4,infiltration,1st inch (minutes)=,0.2,"2nd inch, mins:",2.1,"3rd inch, mins:",6.5,"4th inch, mins:",8,,,16-Apr-15,Peter Donovan,,"recently tilled and ripped, surface soil slakes easily",,,
ANTK4,ANTK4,infiltration,1st inch (minutes)=,0.5,"2nd inch, mins:",7.8,"3rd inch, mins:",15.2,"4th inch, mins:",21.5,,,16-Apr-15,Peter Donovan,,"recently tilled and ripped, surface soil slakes easily",,,
ANTK4,ANTK4,infiltration,1st inch (minutes)=,0.5,"2nd inch, mins:",6.2,"3rd inch, mins:",14,"4th inch, mins:",22,,,16-Apr-15,Peter Donovan,,"recently tilled and ripped, surface soil slakes easily",,,
ANTK4,ANTK4,line-,,,,,,,,,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4-30line-.jpg,,,,
ANTK4,ANTK4,line+,,,,,,,,,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4-30line+.jpg,,,,
ANTK4,ANTK4,line++,,,,,,,,,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4-30line++.jpg,,,,
ANTK4,ANTK4,map,,,,,,,,,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4map.jpg,,,,
ANTK4,ANTK4,vert,% bare=,90,,,,,,,,,16-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/tomk/ANTK4-40vert.jpg,,,,
ANTK4,ANTK4A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.863797665,%N=,0.184834793,C/N=,10.08,16-Apr-15,"Craig Stubler, Cal Poly",,,,,
ANTK4,ANTK4A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",379.3,cm3=,323.7,bulk density=,1.17,16-Apr-15,Peter Donovan,,,,,
ANTK4,ANTK4B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.69877708,%N=,0.169834241,C/N=,10,16-Apr-15,"Craig Stubler, Cal Poly",,,,,
ANTK4,ANTK4B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",380.6,cm3=,271.8,bulk density=,1.4,16-Apr-15,Peter Donovan,,,,,
ANTK4,ANTK4C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.597533584,%N=,0.16166319,C/N=,9.88,16-Apr-15,"Craig Stubler, Cal Poly",,,,,
ANTK4,ANTK4C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",368.6,cm3=,267.7,bulk density=,1.38,16-Apr-15,Peter Donovan,,,,,
ANTK4,geometry,,,,,,,,,,,,,,,,,37.124807,-122.3120962
ARRI1,ARRI1,*plot summary,"% carbon, 0-10 cm:",2.6,"% carbon, 10-25 cm:",0.79,"% carbon, 25-40 cm:",0.59,tons C/ha:,60.2,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 008.jpg,"4% SE slope. Irrigated, with haying and grazing, planned grazing since 2002, estimate production doubled since then. Silty clay loam tending to clay loam. Slight carbonates at 30 cm. Worms. Granular, subangular, blocky. Lots of fibrous roots.",small_yellow,,
ARRI1,ARRI1,20ang,,,,,,,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 008.jpg,"hoop 1, 20m, step back looking ESE",,,
ARRI1,ARRI1,20vert,% bare=,3,%basal=,12,%canopy/litter=,85,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 007.jpg,"hoop 1, 20m, worm castings counted as bare",,,
ARRI1,ARRI1,26line-,,,,,,,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 005.jpg,SSW along transect,,,
ARRI1,ARRI1,26line+,,,,,,,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 004.jpg,NNE along transect,,,
ARRI1,ARRI1,30ang,,,,,,,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 010.jpg,"hoop 2, 30m, step back looking ESE",,,
ARRI1,ARRI1,30vert,% bare=,4,%basal=,16,%canopy/litter=,80,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/Mar18-2012 009.jpg,"hoop 2, 30m, worm castings counted as bare",,,
ARRI1,ARRI1,infiltration,minutes=,10,mm=,8,mm/min=,0.8,,,,,14-Mar-12,Peter Donovan,,,,,
ARRI1,ARRI1,map,,,,,,,,,,,14-Mar-12,Peter Donovan,http://soilcarboncoalition.org/data/arri/AR1map.jpg,,,,
ARRI1,ARRI1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,2nd minute (ml)=,3,3rd minute (ml)=,3,4th minute (ml)=,2,14-Mar-12,Peter Donovan,,near surface,,,
ARRI1,ARRI1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,2nd minute (ml)=,5,3rd minute (ml)=,4,4th minute (ml)=,5,14-Mar-12,Peter Donovan,,near surface,,,
ARRI1,ARRI1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,,,,,,,14-Mar-12,Peter Donovan,,at 35 cm in pit,,,
ARRI1,ARRI1,plants,,,,,,,,,,,14-Mar-12,"Peter Donovan, Mike Rich",,"orchardgrass, smooth brome, alfalfa, plum, sumac, cottonwood, ponderosa pine",,,
ARRI1,ARRI1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.598,%N=,0.2433,C/N=,10.67817509,14-Mar-12,Utah State University Analytical Lab,,some charcoal fragments removed from probe samples,,,
ARRI1,ARRI1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",251.3,cm3=,214.3,bulk density=,1.172655156,14-Mar-12,Peter Donovan,,,,,
ARRI1,ARRI1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.7882,%N=,0.0988,C/N=,7.977732794,14-Mar-12,Utah State University Analytical Lab,,some charcoal fragments removed from probe samples,,,
ARRI1,ARRI1B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",301.2,cm3=,212.1,bulk density=,1.420084866,14-Mar-12,Peter Donovan,,,,,
ARRI1,ARRI1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.5936,%N=,0.0799,C/N=,7.429286608,14-Mar-12,Utah State University Analytical Lab,,,,,
ARRI1,ARRI1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",296.1,cm3=,203.7,bulk density=,1.453608247,14-Mar-12,Peter Donovan,,,,,
ARRI1,geometry,,,,,,,,,,,,,,,,,37.46557,-108.62788
AVSP1,AVSP1,*plot summary,"% carbon, 0-10 cm:",0.57,"% carbon, 10-25 cm:",0.55,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 029.jpg,"Ranch of 7000 acres. Brush beating used on this plot area 4/15/11. Sandy loam, extremely dry soil (no rain for months). Some roots showing rhizosphere stickiness. No worms or soil animals but ants observed.",small_yellow,,
AVSP1,AVSP1,20line-,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 028.jpg,looking west from bucket lid,,,
AVSP1,AVSP1,20line+,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 029.jpg,looking east from bucket lid,,,
AVSP1,AVSP1,44ang,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 031.jpg,"hoop 1, step back, looking south",,,
AVSP1,AVSP1,44angN,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 032.jpg,"hoop 1, step back, looking north",,,
AVSP1,AVSP1,44vert,% bare=,74,%litter=,26,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 030.jpg,hoop 1 at 44',,,
AVSP1,AVSP1,density,top(cm)=,5,bottom(cm)=,15,"dry wt, g=",239.6,cm3=,158.3,bulk density=,1.513581807,1-May-11,Peter Donovan,,,,,
AVSP1,AVSP1,map,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/AV1map.jpg,,,,
AVSP1,AVSP1,photo,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 033.jpg,view of area,,,
AVSP1,AVSP1,photo,,,,,,,,,,,1-May-11,Peter Donovan,http://soilcarboncoalition.org/data/avsp/may1-2011 034.jpg,corner post,,,
AVSP1,AVSP1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,0.57,%N=,0.03,C/N=,19,1-May-11,"Central Analytical Lab, Oregon State",,,,,
AVSP1,AVSP1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.55,%N=,0.02,C/N=,27.5,1-May-11,"Central Analytical Lab, Oregon State",,,,,
AVSP1,geometry,,,,,,,,,,,,,,,,,27.44586,-99.84879
